Wavelength(um),SEBSControl,05um,1um,2um,4um,8um
15.167,0.01607952084,0.03844528894,0.03120475178,0.03398248665,0.02949003275,0.02837204842
15.168,0.01607952084,0.03841650571,0.03118690574,0.03396024302,0.02949003275,0.02837204842
15.169,0.01605686497,0.03838550742,0.03116905938,0.03394022331,0.02949003275,0.02814829706
15.17,0.01605686497,0.03835450813,0.03115344355,0.03391797871,0.02949003275,0.02814829706
15.171,0.01605686497,0.03832350784,0.03113559657,0.03389795813,0.02949003275,0.02814829706
15.172,0.01603420858,0.03829472097,0.03111998019,0.03387571255,0.02949003275,0.02814829706
15.173,0.01603420858,0.03826371875,0.0311021326,0.03385346646,0.02949003275,0.02814829706
15.174,0.01601155167,0.03823714463,0.03108651569,0.03383344454,0.02949003275,0.02814829706
15.175,0.01601155167,0.03821499897,0.03107089852,0.03381564693,0.02949003275,0.02814829706
15.176,0.01601155167,0.03819063815,0.03105751218,0.03379562423,0.02949003275,0.02814829706
15.177,0.01598889424,0.03816627671,0.03104189454,0.03377560111,0.02949003275,0.02814829706
15.178,0.01598889424,0.03814412942,0.0310285078,0.03375780243,0.02949003275,0.02814829706
15.179,0.01598889424,0.0381197668,0.0310128897,0.03373777853,0.02949003275,0.02792449417
15.18,0.01596623628,0.03809761844,0.03099727135,0.03371997916,0.02949003275,0.02792449417
15.181,0.01596623628,0.03807325465,0.03098388399,0.03369995448,0.02926653885,0.02792449417
15.182,0.01596623628,0.03804889024,0.03096826517,0.03367992938,0.02926653885,0.02792449417
15.183,0.01596623628,0.03802674024,0.0309548774,0.03366212894,0.02926653885,0.02792449417
15.184,0.01594357781,0.03800237465,0.03093925812,0.03364210305,0.02926653885,0.02792449417
15.185,0.01594357781,0.03798465384,0.03092586996,0.03362430192,0.02926653885,0.02792449417
15.186,0.01594357781,0.03796914786,0.03091471301,0.03360650046,0.02926653885,0.02792449417
15.187,0.01592091881,0.03795585682,0.03090132451,0.03359092391,0.02926653885,0.02792449417
15.188,0.01592091881,0.03794035038,0.03089016729,0.03357534711,0.02926653885,0.02792449417
15.189,0.01592091881,0.03792484368,0.03087677845,0.03355754475,0.02926653885,0.02792449417
15.19,0.01592091881,0.03791155203,0.03086562094,0.03354196741,0.02926653885,0.02792449417
15.191,0.01592091881,0.03789604487,0.0308544633,0.03352416443,0.02926653885,0.02792449417
15.192,0.01589825929,0.03788275282,0.03084107397,0.03350858655,0.02926653885,0.02770063974
15.193,0.01589825929,0.0378672452,0.03082991605,0.03349078296,0.02926653885,0.02770063974
15.194,0.01589825929,0.03785173733,0.03081652638,0.03347520455,0.02926653885,0.02770063974
15.195,0.01589825929,0.03783844467,0.03080536818,0.03345740034,0.02926653885,0.02770063974
15.196,0.01589825929,0.03782736731,0.03079420985,0.03344182139,0.02904299347,0.02770063974
15.197,0.01587559925,0.03782072083,0.03078528309,0.0334284678,0.02904299347,0.02770063974
15.198,0.01587559925,0.03781628982,0.03077412453,0.03341511403,0.02904299347,0.02770063974
15.199,0.01587559925,0.03780964327,0.03076519759,0.03339953439,0.02904299347,0.02770063974
15.2,0.01587559925,0.03780299667,0.0307540388,0.03338618022,0.02904299347,0.02770063974
15.201,0.01587559925,0.03779635003,0.03074511167,0.03337282587,0.02904299347,0.02770063974
15.202,0.01587559925,0.0377919189,0.03073395265,0.03335724555,0.02904299347,0.02770063974
15.203,0.01587559925,0.03778527218,0.03072502534,0.0333438908,0.02904299347,0.02770063974
15.204,0.01585293869,0.03777862542,0.03071386608,0.03333053586,0.02904299347,0.02770063974
15.205,0.01585293869,0.03777419421,0.03070493859,0.03331495486,0.02904299347,0.02770063974
15.206,0.01585293869,0.03776754737,0.0306937791,0.03330159952,0.02904299347,0.02770063974
15.207,0.01585293869,0.03776311612,0.03068485142,0.033288244,0.02904299347,0.02770063974
15.208,0.01585293869,0.03776533175,0.03067592366,0.03327711425,0.02904299347,0.02770063974
15.209,0.01585293869,0.03776533175,0.03066699581,0.03326375839,0.02881939662,0.02770063974
15.21,0.01585293869,0.03776533175,0.03065806788,0.03325262836,0.02881939662,0.02770063974
15.211,0.01585293869,0.03776533175,0.03064913987,0.03324149821,0.02881939662,0.02770063974
15.212,0.01585293869,0.03776754737,0.03064021178,0.03322814185,0.02881939662,0.02770063974
15.213,0.0158302776,0.03776754737,0.0306312836,0.03321701142,0.02881939662,0.02770063974
15.214,0.0158302776,0.03776754737,0.03062012327,0.03320588085,0.02881939662,0.02770063974
15.215,0.0158302776,0.03776976299,0.03061119491,0.03319252401,0.02881939662,0.02770063974
15.216,0.0158302776,0.03776976299,0.03060226647,0.03318139316,0.02881939662,0.02770063974
15.217,0.0158302776,0.03776976299,0.03059333794,0.03316803598,0.02881939662,0.02770063974
15.218,0.0158302776,0.0377719786,0.03058440934,0.03315690485,0.02881939662,0.02770063974
15.219,0.0158302776,0.03777419421,0.03057548065,0.03314799985,0.02881939662,0.02747673376
15.22,0.0158302776,0.03777862542,0.03056655188,0.03313686849,0.02881939662,0.02747673376
15.221,0.0158302776,0.0377830566,0.0305553908,0.03312573701,0.02859574827,0.02747673376
15.222,0.0158302776,0.03778748776,0.03054646184,0.03311683172,0.02859574827,0.02747673376
15.223,0.0158302776,0.03778970334,0.0305375328,0.03310570001,0.02859574827,0.02747673376
15.224,0.015807616,0.03779413447,0.03052860368,0.03309679454,0.02859574827,0.02747673376
15.225,0.015807616,0.03779856558,0.03051744217,0.03308566259,0.02859574827,0.02747673376
15.226,0.015807616,0.03780078113,0.03050851286,0.03307453051,0.02859574827,0.02747673376
15.227,0.015807616,0.03780521221,0.03049958348,0.03306562476,0.02859574827,0.02747673376
15.228,0.015807616,0.03780964327,0.03049065401,0.03305449245,0.02859574827,0.02747673376
15.229,0.015807616,0.03781407431,0.03048172445,0.03304558651,0.02859574827,0.02747673376
15.23,0.015807616,0.03781628982,0.0304705624,0.03303668049,0.02859574827,0.02747673376
15.231,0.01578495387,0.03782072083,0.03045940021,0.03302777439,0.02859574827,0.02747673376
15.232,0.01578495387,0.03782293633,0.0304482379,0.03301886821,0.02859574827,0.02747673376
15.233,0.01578495387,0.03782736731,0.03043707546,0.03300996194,0.02859574827,0.02747673376
15.234,0.01578495387,0.03782958279,0.03042814541,0.03300105559,0.02837204842,0.02747673376
15.235,0.01576229122,0.03783401374,0.03041698274,0.03299214916,0.02837204842,0.02747673376
15.236,0.01576229122,0.0378362292,0.03040581994,0.03298324265,0.02837204842,0.02747673376
15.237,0.01576229122,0.03784066012,0.03039465701,0.03297433606,0.02837204842,0.02747673376
15.238,0.01576229122,0.03784287557,0.03038572657,0.03296542938,0.02837204842,0.02747673376
15.239,0.01576229122,0.03784730646,0.03037456341,0.03295652262,0.02837204842,0.02747673376
15.24,0.01573962805,0.0378495219,0.03036340012,0.03294761578,0.02837204842,0.02747673376
15.241,0.01573962805,0.03785173733,0.0303522367,0.0329409356,0.02837204842,0.02747673376
15.242,0.01571696436,0.03785173733,0.03033884043,0.03293425536,0.02837204842,0.02747673376
15.243,0.01571696436,0.03785173733,0.03032767673,0.03292757509,0.02837204842,0.02747673376
15.244,0.01571696436,0.03785173733,0.03031428012,0.03291866798,0.02837204842,0.02747673376
15.245,0.01569430014,0.03785173733,0.03030311614,0.0329119876,0.02837204842,0.02747673376
15.246,0.01569430014,0.03785173733,0.03029195202,0.03290530717,0.02837204842,0.02747673376
15.247,0.0156716354,0.03785173733,0.03027855492,0.03289862669,0.02837204842,0.02747673376
15.248,0.0156716354,0.03785173733,0.03026739053,0.03289194617,0.02814829706,0.02747673376
15.249,0.01564897014,0.03785173733,0.03025399308,0.03288303873,0.02814829706,0.02747673376
15.25,0.01564897014,0.03785173733,0.0302428284,0.0328763581,0.02814829706,0.02747673376
15.251,0.01562630436,0.03785173733,0.03022943062,0.03286967742,0.02814829706,0.02747673376
15.252,0.01562630436,0.0378495219,0.03021603265,0.0328629967,0.02814829706,0.02747673376
15.253,0.01560363806,0.03784509102,0.0302026345,0.03285854286,0.02814829706,0.02747673376
15.254,0.01558097124,0.03784066012,0.03018923616,0.032854089,0.02814829706,0.02747673376
15.255,0.01558097124,0.0378362292,0.03017583764,0.03284740817,0.02814829706,0.02747673376
15.256,0.01555830389,0.03783179827,0.03016243893,0.03284295426,0.02814829706,0.02747673376
15.257,0.01553563602,0.03782736731,0.03014904004,0.03283850032,0.02814829706,0.02747673376
15.258,0.01553563602,0.03782293633,0.03013564096,0.03283404637,0.02814829706,0.02725277622
15.259,0.01551296763,0.03781850533,0.03012000846,0.0328273654,0.02814829706,0.02725277622
15.26,0.01549029872,0.03781407431,0.03010660898,0.0328229114,0.02814829706,0.02725277622
15.261,0.01546762928,0.03780742774,0.03009320932,0.03281845737,0.02814829706,0.02725277622
15.262,0.01546762928,0.03780299667,0.03007980947,0.0328117763,0.02814829706,0.02725277622
15.263,0.01544495933,0.03779856558,0.03006640943,0.03280732222,0.02814829706,0.02725277622
15.264,0.01542228885,0.03778748776,0.03005077583,0.03280509517,0.02814829706,0.02725277622
15.265,0.01539961785,0.03777862542,0.03003514197,0.03280286812,0.02814829706,0.02725277622
15.266,0.01537694632,0.03776976299,0.03001950785,0.032798414,0.02814829706,0.02725277622
15.267,0.01535427428,0.03776090048,0.03000387349,0.03279618694,0.02792449417,0.02725277622
15.268,0.01533160171,0.03775203789,0.02998823887,0.03279395987,0.02792449417,0.02725277622
15.269,0.01530892862,0.03774317522,0.029972604,0.03278950571,0.02792449417,0.02725277622
15.27,0.01528625501,0.03773431246,0.02995920249,0.03278727862,0.02792449417,0.02725277622
15.271,0.01526358088,0.03772544963,0.02994356715,0.03278505153,0.02792449417,0.02725277622
15.272,0.01524090622,0.03771658671,0.02992793156,0.03278059733,0.02792449417,0.02725277622
15.273,0.01521823105,0.03770772371,0.02991229572,0.03277837022,0.02792449417,0.02725277622
15.274,0.01519555535,0.03769664485,0.02989665963,0.03277614311,0.02792449417,0.02702876711
15.275,0.01517287913,0.03768556586,0.02988102329,0.03277391599,0.02792449417,0.02702876711
15.276,0.01515020238,0.03767448674,0.02986315287,0.03277391599,0.02792449417,0.02702876711
15.277,0.01510484733,0.03766119163,0.02984751598,0.03277168887,0.02792449417,0.02702876711
15.278,0.01508216902,0.03765011223,0.02982964495,0.03276946174,0.02792449417,0.02702876711
15.279,0.01505949019,0.03763903271,0.02981400753,0.03276946174,0.02792449417,0.02702876711
15.28,0.01503681083,0.03762573711,0.02979613588,0.03276723461,0.02792449417,0.02702876711
15.281,0.01501413096,0.0376146573,0.02978049791,0.03276723461,0.02792449417,0.02702876711
15.282,0.01496876964,0.03760357737,0.02976262564,0.03276500747,0.02792449417,0.02702876711
15.283,0.01494608819,0.03759028128,0.02974698714,0.03276278032,0.02792449417,0.02702876711
15.284,0.01492340623,0.03757920106,0.02972911425,0.03276278032,0.02792449417,0.02702876711
15.285,0.01490072374,0.03756812072,0.02971347521,0.03276055318,0.02792449417,0.02702876711
15.286,0.01487804073,0.03755704025,0.0296956017,0.03276055318,0.02792449417,0.02680470641
15.287,0.01483267314,0.03754374351,0.02967772787,0.03276055318,0.02792449417,0.02680470641
15.288,0.01480998856,0.03753266276,0.02965985371,0.03275832602,0.02792449417,0.02680470641
15.289,0.01478730346,0.03752158189,0.02964421355,0.03275832602,0.02792449417,0.02680470641
15.29,0.0147419317,0.03750828466,0.02962633877,0.03275832602,0.02792449417,0.02680470641
15.291,0.01471924503,0.0374972035,0.02960846366,0.03275832602,0.02792449417,0.02680470641
15.292,0.01469655784,0.03748612222,0.02959058823,0.03275609886,0.02792449417,0.02680470641
15.293,0.01467387013,0.0374728245,0.02957271246,0.03275609886,0.02792449417,0.02680470641
15.294,0.01462849314,0.03746174294,0.02955483636,0.03275609886,0.02792449417,0.02680470641
15.295,0.01460580386,0.03745066124,0.02953919451,0.03275609886,0.02792449417,0.02680470641
15.296,0.01458311406,0.03743736304,0.0295213178,0.0327538717,0.02792449417,0.02680470641
15.297,0.01453773289,0.03742849747,0.02950344075,0.0327538717,0.02792449417,0.02658059411
15.298,0.01451504152,0.03741963182,0.02948556338,0.03275164453,0.02792449417,0.02658059411
15.299,0.01449234963,0.03740854964,0.02946992041,0.03275164453,0.02792449417,0.02658059411
15.3,0.01446965722,0.0373996838,0.02945204242,0.03274941736,0.02792449417,0.02658059411
15.301,0.01442427082,0.03739081788,0.0294341641,0.03274941736,0.02792449417,0.02658059411
15.302,0.01440157684,0.03738195189,0.0294185203,0.03274719018,0.02792449417,0.02658059411
15.303,0.01437888234,0.0373730858,0.02940064137,0.03274496299,0.02792449417,0.02658059411
15.304,0.01435618731,0.03736421964,0.02938499703,0.03274496299,0.02792449417,0.02658059411
15.305,0.01431079569,0.0373553534,0.02936711747,0.0327427358,0.02792449417,0.02658059411
15.306,0.0142880991,0.03734648707,0.02934923759,0.0327427358,0.02792449417,0.02658059411
15.307,0.01426540198,0.03733540405,0.02933359242,0.03274050861,0.02792449417,0.02658059411
15.308,0.01422000618,0.03732875418,0.02931571192,0.03273828141,0.02792449417,0.0263564302
15.309,0.0141973075,0.0373243209,0.02930230133,0.0327360542,0.02792449417,0.0263564302
15.31,0.01417460829,0.03731988761,0.02928665541,0.03273382699,0.02770063974,0.0263564302
15.311,0.01415190856,0.03731545429,0.02927324441,0.03272937256,0.02770063974,0.0263564302
15.312,0.01412920831,0.03731102095,0.02925759802,0.03272714533,0.02770063974,0.0263564302
15.313,0.01410650753,0.0373065876,0.02924195137,0.03272269087,0.02770063974,0.0263564302
15.314,0.01408380623,0.03730215422,0.02922853976,0.03272046362,0.02770063974,0.0263564302
15.315,0.01403840207,0.03729772082,0.02921289265,0.03271823638,0.02770063974,0.0263564302
15.316,0.0140156992,0.03729550411,0.02919948064,0.03271378187,0.02770063974,0.0263564302
15.317,0.01399299582,0.03729107069,0.02918383306,0.03271155461,0.02770063974,0.0263564302
15.318,0.0139702919,0.03728663724,0.02916818522,0.03270710007,0.02770063974,0.0263564302
15.319,0.01394758747,0.03728220377,0.02915477259,0.03270487279,0.02770063974,0.0263564302
15.32,0.01392488251,0.03728220377,0.02914359526,0.03270041823,0.02770063974,0.02613221467
15.321,0.01390217703,0.03728442051,0.0291346533,0.03269373633,0.02770063974,0.02613221467
15.322,0.01387947103,0.03728442051,0.02912347574,0.03268928171,0.02770063974,0.02613221467
15.323,0.0138567645,0.03728663724,0.02911453359,0.03268259974,0.02770063974,0.02613221467
15.324,0.01383405745,0.03728885396,0.0291033558,0.03267814507,0.02770063974,0.02613221467
15.325,0.01381134988,0.03728885396,0.02909441347,0.03267146303,0.02770063974,0.02613221467
15.326,0.01378864179,0.03729107069,0.02908323544,0.0326670083,0.02770063974,0.02613221467
15.327,0.01376593317,0.03729107069,0.02907429292,0.03266255356,0.02770063974,0.02613221467
15.328,0.01374322403,0.0372932874,0.02906311466,0.03265587141,0.02770063974,0.02613221467
15.329,0.01372051437,0.0372932874,0.02905417196,0.03265141661,0.02770063974,0.02613221467
15.33,0.01369780418,0.03729550411,0.02904299347,0.03264473438,0.02770063974,0.02613221467
15.331,0.01367509347,0.03729993752,0.02903852204,0.03263805211,0.02770063974,0.02613221467
15.332,0.01365238224,0.0373065876,0.02903405059,0.03263136978,0.02770063974,0.02613221467
15.333,0.01362967049,0.03731323762,0.02902957911,0.03262468742,0.02770063974,0.02613221467
15.334,0.01360695821,0.03731767095,0.02902510762,0.032618005,0.02770063974,0.02613221467
15.335,0.01358424541,0.0373243209,0.02902287186,0.03261132254,0.02770063974,0.02590794751
15.336,0.01358424541,0.03733097081,0.02901840034,0.03260241252,0.02770063974,0.02590794751
15.337,0.01356153209,0.03733540405,0.02901392879,0.03259572995,0.02770063974,0.02590794751
15.338,0.01353881824,0.03734205388,0.02901169301,0.03258904733,0.02770063974,0.02590794751
15.339,0.01351610387,0.03734870366,0.02900722143,0.03258236467,0.02770063974,0.02590794751
15.34,0.01349338898,0.0373553534,0.02900274984,0.03257568197,0.02770063974,0.02590794751
15.341,0.01347067356,0.03735978653,0.02899827822,0.03256899921,0.02770063974,0.02590794751
15.342,0.01347067356,0.03736643619,0.02899827822,0.0325600888,0.02770063974,0.02590794751
15.343,0.01344795762,0.03737530233,0.02900051403,0.03255340594,0.02770063974,0.02590794751
15.344,0.01342524116,0.03738416839,0.02900274984,0.03254672303,0.02770063974,0.02590794751
15.345,0.01342524116,0.03739303437,0.02900722143,0.03254004008,0.02770063974,0.02590794751
15.346,0.01340252418,0.03740190027,0.02900945723,0.03253335708,0.02770063974,0.02590794751
15.347,0.01337980667,0.03741076608,0.02901169301,0.03252444634,0.02770063974,0.02590794751
15.348,0.01337980667,0.03741963182,0.02901616457,0.03251776324,0.02770063974,0.02590794751
15.349,0.01335708864,0.03742849747,0.02901840034,0.03251108008,0.02747673376,0.02590794751
15.35,0.01333437008,0.03743736304,0.0290206361,0.03250439688,0.02747673376,0.02590794751
15.351,0.01333437008,0.03744622853,0.02902287186,0.03249771364,0.02747673376,0.02590794751
15.352,0.01331165101,0.03745287759,0.02902734337,0.03249103034,0.02747673376,0.02590794751
15.353,0.0132889314,0.03746174294,0.02902957911,0.03248211922,0.02747673376,0.02590794751
15.354,0.0132889314,0.0374706082,0.02903852204,0.03247766362,0.02747673376,0.02590794751
15.355,0.01326621128,0.03747947338,0.02904522918,0.03247320801,0.02747673376,0.02590794751
15.356,0.01326621128,0.03748612222,0.02905417196,0.03246652454,0.02747673376,0.02590794751
15.357,0.01324349063,0.03749498726,0.029060879,0.03246206888,0.02747673376,0.02590794751
15.358,0.01324349063,0.03750385221,0.02906982163,0.03245761319,0.02747673376,0.02590794751
15.359,0.01322076946,0.03751271709,0.02907652856,0.03245092962,0.02747673376,0.02590794751
15.36,0.01322076946,0.03751936569,0.02908547105,0.03244647388,0.02747673376,0.02590794751
15.361,0.01319804777,0.03752823043,0.02909441347,0.03244201812,0.02747673376,0.02590794751
15.362,0.01317532556,0.03753709508,0.02910112022,0.03243533445,0.02747673376,0.02590794751
15.363,0.01317532556,0.03754374351,0.02911006249,0.03243087864,0.02747673376,0.02590794751
15.364,0.01315260282,0.03755260802,0.02911676914,0.03242642281,0.02747673376,0.02590794751
15.365,0.01315260282,0.03755925635,0.02912794678,0.03242196696,0.02747673376,0.02590794751
15.366,0.01315260282,0.03756368854,0.0291368888,0.03242196696,0.02747673376,0.02590794751
15.367,0.01312987955,0.03756812072,0.02914806621,0.03241973902,0.02747673376,0.02590794751
15.368,0.01312987955,0.03757255287,0.02915700804,0.03241751108,0.02747673376,0.02590794751
15.369,0.01312987955,0.03757920106,0.02916818522,0.03241528314,0.02747673376,0.02590794751
15.37,0.01310715577,0.03758363316,0.02917712687,0.03241305519,0.02747673376,0.02590794751
15.371,0.01310715577,0.03758806524,0.02918830382,0.03241082724,0.02747673376,0.02590794751
15.372,0.01308443146,0.0375924973,0.02919948064,0.03241082724,0.02747673376,0.02590794751
15.373,0.01308443146,0.03759914536,0.029208422,0.03240859928,0.02747673376,0.02590794751
15.374,0.01308443146,0.03760357737,0.02921959859,0.03240637131,0.02747673376,0.02590794751
15.375,0.01306170663,0.03760800935,0.02922853976,0.03240414335,0.02747673376,0.02590794751
15.376,0.01306170663,0.03761244132,0.02923971612,0.03240414335,0.02747673376,0.02590794751
15.377,0.01306170663,0.03761244132,0.02924865711,0.03240637131,0.02747673376,0.02590794751
15.378,0.01306170663,0.03761244132,0.02925759802,0.03240859928,0.02747673376,0.02590794751
15.379,0.01303898127,0.03761022534,0.02926653885,0.03240859928,0.02747673376,0.02590794751
15.38,0.01303898127,0.03761022534,0.02927547959,0.03241082724,0.02747673376,0.02590794751
15.381,0.01303898127,0.03761022534,0.02928442025,0.03241305519,0.02747673376,0.02590794751
15.382,0.01303898127,0.03761022534,0.02929336083,0.03241528314,0.02747673376,0.02590794751
15.383,0.01303898127,0.03761022534,0.02930230133,0.03241751108,0.02747673376,0.02590794751
15.384,0.01303898127,0.03761022534,0.02931124175,0.03241973902,0.02747673376,0.02590794751
15.385,0.01301625539,0.03761022534,0.02932018208,0.03242196696,0.02747673376,0.02590794751
15.386,0.01301625539,0.03761022534,0.02932912233,0.03242196696,0.02747673376,0.02590794751
15.387,0.01301625539,0.03761022534,0.0293380625,0.03242419488,0.02747673376,0.02590794751
15.388,0.01301625539,0.03760579336,0.02934476757,0.03242865072,0.02747673376,0.02590794751
15.389,0.01301625539,0.03760136136,0.02935147259,0.03243310655,0.02747673376,0.02590794751
15.39,0.01301625539,0.03759692934,0.02935594259,0.03243756235,0.02747673376,0.02590794751
15.391,0.01301625539,0.03759028128,0.02936264753,0.03244201812,0.02747673376,0.02590794751
15.392,0.01301625539,0.0375858492,0.02936711747,0.03244647388,0.02747673376,0.02590794751
15.393,0.01301625539,0.03758141711,0.02937382234,0.03245092962,0.02747673376,0.02590794751
15.394,0.01301625539,0.037576985,0.02937829223,0.03245538534,0.02747673376,0.02590794751
15.395,0.01301625539,0.03757255287,0.02938499703,0.03245984104,0.02747673376,0.02590794751
15.396,0.01301625539,0.03756590463,0.02938946686,0.03246429671,0.02747673376,0.02590794751
15.397,0.01301625539,0.03756147245,0.02939617158,0.03246875237,0.02747673376,0.02590794751
15.398,0.01301625539,0.03755704025,0.02940287625,0.03247543582,0.02747673376,0.02590794751
15.399,0.01301625539,0.0375503919,0.02940511113,0.03247989142,0.02747673376,0.02613221467
15.4,0.01301625539,0.03754152737,0.02940734601,0.03248434701,0.02747673376,0.02613221467
15.401,0.01301625539,0.03753487892,0.02940958088,0.03248880257,0.02747673376,0.02613221467
15.402,0.01303898127,0.03752601425,0.02941181574,0.03249325811,0.02747673376,0.02613221467
15.403,0.01303898127,0.03751936569,0.0294140506,0.03249994139,0.02747673376,0.02613221467
15.404,0.01303898127,0.03751050088,0.02941628545,0.03250439688,0.02747673376,0.02613221467
15.405,0.01303898127,0.03750385221,0.0294185203,0.03250885235,0.02747673376,0.02613221467
15.406,0.01306170663,0.03749498726,0.02942075515,0.0325133078,0.02747673376,0.02613221467
15.407,0.01306170663,0.03748833848,0.02942298999,0.03251776324,0.02747673376,0.02613221467
15.408,0.01306170663,0.03747947338,0.02942522482,0.03252444634,0.02747673376,0.02613221467
15.409,0.01306170663,0.0374728245,0.02942745965,0.03252890172,0.02747673376,0.02613221467
15.41,0.01306170663,0.03746395926,0.02942969447,0.03253335708,0.02747673376,0.02613221467
15.411,0.01308443146,0.03745731027,0.02942969447,0.03253558475,0.02747673376,0.02613221467
15.412,0.01308443146,0.03744844489,0.02942969447,0.03254004008,0.02747673376,0.02613221467
15.413,0.01310715577,0.03744179579,0.02942969447,0.03254226774,0.02747673376,0.02613221467
15.414,0.01310715577,0.03743514665,0.02943192929,0.03254449539,0.02747673376,0.02613221467
15.415,0.01310715577,0.03742628106,0.02943192929,0.03254895068,0.02747673376,0.02613221467
15.416,0.01312987955,0.03741963182,0.02943192929,0.03255117831,0.02747673376,0.02613221467
15.417,0.01312987955,0.03741298252,0.0294341641,0.03255340594,0.02747673376,0.02613221467
15.418,0.01315260282,0.03740411673,0.0294341641,0.03255786119,0.02747673376,0.02613221467
15.419,0.01315260282,0.03739746733,0.0294341641,0.0325600888,0.02747673376,0.02613221467
15.42,0.01315260282,0.03739081788,0.0294341641,0.03256231641,0.02747673376,0.02613221467
15.421,0.01317532556,0.03738195189,0.02943639891,0.03256677162,0.02747673376,0.02613221467
15.422,0.01317532556,0.03737751885,0.02943639891,0.03256677162,0.02747673376,0.0263564302
15.423,0.01319804777,0.0373730858,0.02944086851,0.03256677162,0.02747673376,0.0263564302
15.424,0.01319804777,0.03737086927,0.0294431033,0.03256677162,0.02747673376,0.0263564302
15.425,0.01322076946,0.03736643619,0.02944533809,0.03256454402,0.02747673376,0.0263564302
15.426,0.01322076946,0.03736200309,0.02944757287,0.03256454402,0.02747673376,0.0263564302
15.427,0.01324349063,0.03735978653,0.02944980765,0.03256454402,0.02747673376,0.0263564302
15.428,0.01324349063,0.0373553534,0.02945204242,0.03256231641,0.02747673376,0.0263564302
15.429,0.01326621128,0.03735313682,0.02945651195,0.03256231641,0.02747673376,0.0263564302
15.43,0.01326621128,0.03734870366,0.02945874671,0.03256231641,0.02747673376,0.0263564302
15.431,0.0132889314,0.03734427048,0.02946098146,0.03256231641,0.02747673376,0.0263564302
15.432,0.0132889314,0.03734205388,0.0294632162,0.0325600888,0.02747673376,0.0263564302
15.433,0.01331165101,0.03733762066,0.02946545094,0.0325600888,0.02747673376,0.0263564302
15.434,0.01331165101,0.03734205388,0.02947438986,0.03255563357,0.02747673376,0.0263564302
15.435,0.01333437008,0.03734427048,0.02948109399,0.03255117831,0.02747673376,0.0263564302
15.436,0.01335708864,0.03734648707,0.02949003275,0.03254672303,0.02747673376,0.0263564302
15.437,0.01335708864,0.03734870366,0.02949673678,0.03254226774,0.02747673376,0.0263564302
15.438,0.01337980667,0.03735092025,0.0295056754,0.03253781242,0.02747673376,0.0263564302
15.439,0.01337980667,0.0373553534,0.02951237932,0.03253335708,0.02747673376,0.0263564302
15.44,0.01340252418,0.03735756997,0.0295213178,0.03252890172,0.02747673376,0.0263564302
15.441,0.01340252418,0.03735978653,0.0295280216,0.03252221865,0.02747673376,0.0263564302
15.442,0.01342524116,0.03736200309,0.02953695994,0.03251776324,0.02747673376,0.0263564302
15.443,0.01344795762,0.03736421964,0.02954366364,0.0325133078,0.02747673376,0.02658059411
15.444,0.01344795762,0.03736865273,0.02955260183,0.03250885235,0.02747673376,0.02658059411
15.445,0.01347067356,0.0373730858,0.02956377445,0.03250439688,0.02747673376,0.02658059411
15.446,0.01347067356,0.03738195189,0.02957718143,0.03249771364,0.02747673376,0.02658059411
15.447,0.01349338898,0.03739081788,0.02959282267,0.03249103034,0.02747673376,0.02658059411
15.448,0.01349338898,0.0373996838,0.02960622925,0.03248211922,0.02747673376,0.02658059411
15.449,0.01351610387,0.03740854964,0.02961963564,0.03247543582,0.02747673376,0.02658059411
15.45,0.01353881824,0.03741741539,0.02963304185,0.03246875237,0.02747673376,0.02658059411
15.451,0.01353881824,0.03742628106,0.02964868219,0.03246206888,0.02747673376,0.02658059411
15.452,0.01356153209,0.03743514665,0.029662088,0.03245538534,0.02747673376,0.02658059411
15.453,0.01356153209,0.03744401216,0.02967549362,0.03244870176,0.02747673376,0.02658059411
15.454,0.01358424541,0.03745287759,0.02968889906,0.03244201812,0.02747673376,0.02658059411
15.455,0.01358424541,0.03746174294,0.0297045385,0.03243533445,0.02747673376,0.02658059411
15.456,0.01360695821,0.0374706082,0.02971794353,0.03242865072,0.02747673376,0.02658059411
15.457,0.01360695821,0.03748390594,0.02973581662,0.03242196696,0.02747673376,0.02658059411
15.458,0.01362967049,0.0374972035,0.02975368938,0.03241528314,0.02747673376,0.02658059411
15.459,0.01362967049,0.03750828466,0.02977379585,0.03240859928,0.02747673376,0.02658059411
15.46,0.01365238224,0.03752158189,0.02979166791,0.03240191537,0.02747673376,0.02658059411
15.461,0.01365238224,0.03753487892,0.02980953964,0.03239523142,0.02747673376,0.02658059411
15.462,0.01365238224,0.03754595965,0.02982741105,0.03238854742,0.02747673376,0.02658059411
15.463,0.01367509347,0.03755925635,0.02984751598,0.03238186337,0.02747673376,0.02658059411
15.464,0.01367509347,0.03757255287,0.02986538669,0.03237295124,0.02747673376,0.02658059411
15.465,0.01369780418,0.0375858492,0.02988325706,0.03236626708,0.02747673376,0.02680470641
15.466,0.01369780418,0.03759692934,0.02990112711,0.03235958288,0.02747673376,0.02680470641
15.467,0.01372051437,0.03761022534,0.02991899683,0.03235289864,0.02747673376,0.02680470641
15.468,0.01372051437,0.03762352116,0.02993909987,0.03234844245,0.02747673376,0.02680470641
15.469,0.01372051437,0.03763460086,0.02995696888,0.03234398624,0.02747673376,0.02680470641
15.47,0.01374322403,0.03764789634,0.02997483757,0.03233953001,0.02747673376,0.02680470641
